# Number of Traces
474
# TraceId; FracturesId1; FracturesId2; X1; Y1; Z1; X2; Y2; Z2
35; 1; 49; 2.0181360991184782e-02; 8.5657565059000274e-01; 8.5948627925244647e-01; -1.5414247797156524e-01; 5.9389730873264657e-01; 7.5323089079878858e-01
36; 2; 6; 7.6742058575228089e-01; 7.0093704895291475e-01; 1.8355588779262244e-02; 9.1175838116803187e-02; 8.6433129057765157e-01; -1.9404528350684166e-02
37; 2; 14; 6.1396519400573735e-01; 8.4509236854807601e-01; 1.7256629937814255e-01; 7.6343113989132849e-01; 8.6160258091136421e-01; 2.6091155030355917e-01
38; 2; 20; 3.8288654178433668e-01; 7.2782466517578570e-01; -1.0348505767099270e-01; 2.3647386637025924e-02; 1.0014082338993229e+00; 1.6040553214636352e-01
39; 2; 39; -4.8894081468948608e-02; 1.0172996151398503e+00; 1.5386778298295012e-01; 3.8997121064151918e-01; 8.5981481705772012e-01; 1.0016453088686048e-01
40; 2; 46; 7.5786323948337109e-01; 9.4618011957728321e-01; 3.8713045670184321e-01; 6.5519496031184099e-01; 7.6574584981653704e-01; 6.9389889643447777e-02
41; 3; 7; 3.3484651294719947e-02; 6.2574926615842452e-01; 3.7432569487161765e-01; -7.9471294926021716e-02; 7.4924754696803531e-01; 4.1755437961536235e-01
42; 3; 9; 3.4486165943068470e-01; 5.5017472040306958e-01; 9.8251063138572503e-01; 2.6596990992874736e-01; 4.3550608300484206e-01; 4.6094089157458656e-01
43; 3; 10; 6.3246421982423973e-01; 1.2877995748639948e-01; 5.7874580128221575e-01; 4.6256239646967984e-01; 4.2515064878956543e-01; 9.4752197896478507e-01
44; 3; 13; 5.7718272753536348e-01; 1.0707750898983137e-01; 3.7432569487161765e-01; 6.2840432616306052e-01; 1.2452417077193752e-01; 5.5642304916870711e-01
45; 3; 14; 3.1224546843333872e-01; 3.5981975642985592e-01; 3.7432569487161765e-01; 6.6914124170319422e-01; 1.6722667443640618e-01; 7.8040922796118561e-01
46; 3; 15; 3.3994559166575955e-01; 3.3339466460299566e-01; 3.7432569487161765e-01; 2.4287369216759555e-01; 4.7196266805997011e-01; 5.0054964574939609e-01
47; 3; 22; 5.8278696160203092e-02; 6.0209648646382585e-01; 3.7432569487161765e-01; 2.6662727485152438e-01; 4.7699664032329936e-01; 5.7660146622860120e-01
48; 3; 23; 4.1231632867588974e-01; 2.6435513885706224e-01; 3.7432569487161765e-01; 6.3146240131252951e-01; 1.2772980044578380e-01; 5.7323744363396756e-01
49; 3; 24; 4.1580194258415726e-01; 2.6102996709424692e-01; 3.7432569487161765e-01; 4.1672335544107547e-01; 3.3083705733965174e-01; 5.6843887957485695e-01
50; 3; 25; -2.1688286212104613e-02; 8.0981863117098951e-01; 7.3526609512833074e-01; 9.3902643182095291e-02; 5.9890663766892716e-01; 4.5889093718011675e-01
51; 3; 26; 3.1851330484109108e-01; 5.7531026524071027e-01; 9.8251063138572503e-01; 1.3403124285470047e-01; 6.8177122022003911e-01; 7.9157377941339757e-01
52; 3; 27; 5.9748131752917299e-01; 9.2109102718882799e-02; 3.8639725195665470e-01; 1.9411200291496797e-01; 5.5379878618693990e-01; 5.9753998727135738e-01
53; 3; 29; 4.8478551253827751e-01; 1.9522169774876230e-01; 3.7432569487161765e-01; 5.6377615770903067e-01; 3.4133681485665524e-01; 9.8251063138572492e-01
54; 3; 30; 3.2014038158364566e-02; 8.4862202515223983e-01; 9.8251063138572503e-01; 2.0592212244749997e-01; 6.3407385650068981e-01; 8.4892503301492628e-01
55; 3; 32; 6.5374745754723163e-01; 1.5109012812173947e-01; 6.9576867909946993e-01; 5.7055406464329583e-01; 2.1485050724090407e-01; 6.5291906350081497e-01
56; 3; 34; 1.0807580691824975e-02; 8.4388244913919175e-01; 9.1394003147948399e-01; 7.8946680751991877e-02; 6.8492025967562420e-01; 6.5591498944445692e-01
57; 3; 35; 3.6648084836838402e-02; 6.6255138612178466e-01; 4.8367642487354928e-01; 4.6947409717333932e-01; 3.9624474177036140e-01; 8.8624936661939768e-01
58; 3; 36; 6.5943902359007533e-01; 2.5007729250303207e-01; 9.8251063138572492e-01; 4.7539924944950201e-01; 2.1840924841263590e-01; 4.1341228254238283e-01
59; 3; 37; 6.6481559007976898e-01; 1.6269230672958879e-01; 7.5662524321241498e-01; 6.4628275197897089e-01; 2.6262798343337579e-01; 9.8251063138572492e-01
60; 3; 38; 3.6374705847172489e-01; 3.1068877478856133e-01; 3.7432569487161765e-01; 5.6225726496229878e-01; 2.2269400551940705e-01; 6.5272298628385006e-01
61; 3; 41; 4.4214322777795667e-01; 2.3590116624945623e-01; 3.7432569487161765e-01; 3.9329635137350916e-01; 3.7325695778694035e-01; 6.2355710275709164e-01
62; 3; 42; 4.6795995405387603e-01; 4.3274261687580129e-01; 9.8251063138572492e-01; 1.9707159750031014e-01; 5.0830760067339464e-01; 4.8036861102181955e-01
63; 3; 43; 2.2408580711597109e-01; 6.6539128319973639e-01; 9.8251063138572503e-01; 6.5669955931566354e-02; 7.2733894076092165e-01; 7.3762081487035025e-01
64; 3; 44; 3.3518874167628115e-01; 3.3793255769191316e-01; 3.7432569487161765e-01; 4.8522265175437207e-01; 4.1627451786817560e-01; 9.8251063138572492e-01
65; 3; 45; -4.1831099005586167e-02; 7.8870391186243172e-01; 6.2451368277891561e-01; 4.2230253247484778e-01; 3.9489969150753695e-01; 7.5897910793591539e-01
66; 3; 47; 3.4147341103801099e-01; 3.3193717046595339e-01; 3.7432569487161765e-01; 6.9349380805930672e-01; 1.9275427121865624e-01; 9.1430837593477343e-01
67; 3; 48; 3.8280057554521568e-01; 2.9251228748317820e-01; 3.7432569487161765e-01; 1.9207033455077074e-01; 5.9523475024147920e-01; 7.0597991397119753e-01
68; 3; 49; -3.4014259727313707e-03; 8.2898784675909987e-01; 8.3581381438542490e-01; 6.2754880108567002e-03; 8.2837665985936837e-01; 8.5948627925244647e-01
69; 4; 5; 4.6389415097888775e-01; 6.9268269796932513e-01; 8.6179942810687327e-01; 6.2545103663029866e-01; 3.7138503411986112e-01; 7.7689597846165970e-01
70; 4; 9; 3.1482714663725081e-01; 5.2024545316518145e-01; 6.9501869969472840e-01; 3.3222783682268181e-01; 5.5880152275997452e-01; 7.2412022870665060e-01
71; 4; 10; 5.7777802399488487e-01; 2.6164469938719892e-01; 6.9501869969472840e-01; 4.8383322970183279e-01; 7.0900579405752584e-01; 8.8058344223123497e-01
72; 4; 13; 6.8587127495856781e-01; 1.5533968736967768e-01; 6.9501869969472840e-01; 8.1739800651622763e-01; 2.5927533929849500e-01; 8.1697178432241813e-01
73; 4; 14; 6.1517340304275980e-01; 2.2486797018678178e-01; 6.9501869969472840e-01; 1.0690357626944891e+00; 2.8139691733067179e-01; 9.5790626873801155e-01
74; 4; 16; 7.5385780248389866e-01; 8.8477893861051982e-02; 6.9501869969472840e-01; 8.8421809633527726e-01; 4.4813741157020281e-01; 9.5005458365164497e-01
75; 4; 17; 5.5963585564386720e-01; 7.9003494800563301e-01; 9.6191342713511796e-01; 9.9801172068563648e-01; 5.1739306829350062e-01; 1.0447615001974575e+00
76; 4; 18; 3.8219777862861010e-01; 4.7211626801758033e-01; 7.0449473818896458e-01; 5.0939049418120141e-01; 4.0137593893758305e-01; 7.3290584835305039e-01
77; 4; 23; 7.9927988754431833e-01; 4.3807248328972426e-02; 6.9501869969472840e-01; 9.5830621934835147e-01; 1.9270189856698816e-03; 7.5488281501409582e-01
78; 4; 26; 4.2913562750071171e-01; 6.5733947444535534e-01; 8.2545356610353904e-01; 5.5859453030240180e-01; 6.2729124999453945e-01; 8.7630199994249502e-01
79; 4; 28; 5.3310637647925629e-01; 3.0557732222585210e-01; 6.9501869969472840e-01; 5.8036380986385017e-01; 3.2237778816496598e-01; 7.2809697927517969e-01
80; 4; 29; 5.5850623568819424e-01; 2.8059766517624896e-01; 6.9501869969472840e-01; 1.0423631269215001e+00; 4.7908030157632708e-01; 1.0475347020236319e+00
81; 4; 32; 6.7605362585530315e-01; 1.6499491835405261e-01; 6.9501869969472840e-01; 1.4687414965162373e+00; -9.5587073289497726e-02; 9.6632754059203174e-01
82; 4; 33; 1.3234371730281480e+00; -2.4333567334908368e-01; 8.1438751663497622e-01; 7.9957020098879161e-01; 1.3630395255308847e-01; 7.4352162894876683e-01
83; 4; 35; 3.1231217474386025e-01; 5.3855084390356134e-01; 7.0329506603607927e-01; 6.9142226410614582e-01; 5.1568946456199938e-01; 8.8624936661939768e-01
84; 4; 36; 5.8769789182553511e-01; 2.5188894072929913e-01; 6.9501869969472840e-01; 7.8718383419360893e-01; 3.8240339543219742e-01; 8.6580484586992990e-01
85; 4; 37; 6.8974091348746380e-01; 1.5153406614309473e-01; 6.9501869969472840e-01; 8.7703288526000067e-01; 4.2501399086338437e-01; 9.3427255087296635e-01
86; 4; 40; 6.9325989956466516e-01; 9.2590678546831406e-01; 1.1016397611297764e+00; 8.8459777304635534e-01; 1.1400889322831760e-01; 7.7558040094500202e-01
87; 4; 42; 3.3357598082882844e-01; 5.0180679000831319e-01; 6.9501869969472840e-01; 7.7735368470998245e-01; 7.5720939030109691e-01; 1.0566850206680658e+00
88; 4; 43; 4.8349587551617723e-01; 7.1261415829765840e-01; 8.8229631646022977e-01; 9.5916642395182317e-01; 6.7759848224583341e-01; 1.1085397894129378e+00
89; 4; 44; 4.3323042378052373e-01; 4.0380097871914555e-01; 6.9501869969472840e-01; 8.1580119414813546e-01; 8.2083885981210081e-01; 1.1097143854893323e+00
90; 4; 47; 5.7071172211968169e-01; 2.6859410001180672e-01; 6.9501869969472840e-01; 1.0298643635474332e+00; 4.2699846651917850e-01; 1.0138825726727001e+00
91; 5; 10; 5.9058810128963191e-01; 4.2942778675005666e-01; 6.5491065861714337e-01; 4.5899331479123961e-01; 7.0830183624179965e-01; 9.3734858347018002e-01
92; 5; 17; 3.6941482526809616e-01; 8.8358822164602580e-01; 9.4884114155709909e-01; 4.4233807064313169e-01; 7.4936477389598855e-01; 1.0447615001974573e+00
93; 5; 18; 5.6486498989018641e-01; 4.7949695899645367e-01; 6.5491065861714337e-01; 6.2395499521358733e-01; 3.7061644062622651e-01; 7.3116023906664518e-01
94; 5; 21; 5.2732592637445119e-01; 5.5256548511488801e-01; 6.5491065861714337e-01; 4.6683267427925412e-01; 6.7528929029609464e-01; 7.1674000133760318e-01
95; 5; 25; 3.5323676487640021e-01; 8.9142418995510553e-01; 6.5491065861714337e-01; 2.6662386328589333e-01; 1.0792322251526629e+00; 8.9372904543905873e-01
96; 5; 26; 4.7024463384778270e-01; 6.7467028081985880e-01; 7.9157377941339757e-01; 5.5650602131044646e-01; 5.2840508145647036e-01; 1.0604730496697423e+00
97; 5; 27; 6.0718026945539838e-01; 3.9713168878070843e-01; 6.5491065861714337e-01; 5.8153823339798172e-01; 4.4974336276437821e-01; 6.8846529129663980e-01
98; 5; 29; 6.3477384230195877e-01; 3.7617463934175999e-01; 1.0619050737089659e+00; 6.2914864462278675e-01; 3.9504806912951662e-01; 1.1603724531918205e+00
99; 5; 30; 4.6282550975738307e-01; 6.9372670407383452e-01; 8.4892503301492628e-01; 1.6631611198204621e-01; 1.2993130668629227e+00; 1.2023360017799849e+00
100; 5; 34; 3.0193726227902240e-01; 9.9135777212046916e-01; 6.5591498944445692e-01; 1.2164276406352600e-01; 1.3959182310853322e+00; 1.3222487956077360e+00
101; 5; 35; 4.6224558580581365e-01; 6.7924218184822061e-01; 6.5491065861714337e-01; 5.8520329347108735e-01; 4.5852613819598931e-01; 8.8624936661939768e-01
102; 5; 42; 4.5727365419381316e-01; 6.8891987971349233e-01; 6.5491065861714337e-01; 5.7093172896932398e-01; 5.0002108410376656e-01; 1.0566850206680660e+00
103; 5; 43; 4.1289871770524067e-01; 7.7529420294241391e-01; 6.5491065861714337e-01; 5.0896140969331594e-01; 6.2960022326642617e-01; 1.1679740435271062e+00
104; 5; 44; 5.3318776242036792e-01; 5.4115561816273283e-01; 6.5491065861714337e-01; 5.7128390111725225e-01; 5.0360313588462891e-01; 1.1097143854893323e+00
105; 5; 45; 4.5873151171140664e-01; 7.1282220032621368e-01; 9.8718727345325197e-01; 5.6456835545518980e-01; 5.0326873089451241e-01; 9.4312881691262196e-01
106; 5; 48; 4.8888906176934610e-01; 6.2738155089478165e-01; 6.5491065861714337e-01; 4.5122633404601331e-01; 7.0747175277988139e-01; 7.3917235169736406e-01
107; 5; 49; 1.4806878059286682e-01; 1.2907767793451956e+00; 6.5491065861714337e-01; 1.9620996388755957e-01; 1.2135348252080562e+00; 8.5948627925244636e-01
108; 6; 12; 6.3189408787721812e-01; 5.0738757484880259e-01; -1.9404528350684166e-02; 6.3527920140985628e-01; 5.1463932165595871e-01; -1.8138847332746455e-02
109; 6; 15; 6.2338195650732953e-01; 5.1300667833067393e-01; -1.9404528350684166e-02; 6.0509671141289834e-01; 6.6320510870799543e-01; -9.7535330160222755e-04
110; 6; 20; 2.2972222286192934e-01; 7.7287282511317690e-01; -1.9404528350684166e-02; 2.9657754983339124e-01; 9.0477555487677974e-01; 4.0823828972872123e-03
111; 6; 31; 4.6856774050298777e-01; 6.1520400851644697e-01; -1.9404528350684166e-02; 4.8718853209635954e-01; 6.4749825309261988e-01; -1.3455762972678642e-02
112; 6; 46; 7.5693955604400198e-01; 1.3063728467241602e+00; 9.8210425840754553e-02; 7.1706819565690438e-01; 1.1166813716207260e+00; 6.9389889643447777e-02
113; 7; 9; 4.3927464510044423e-02; -1.6540183334928071e-01; 7.9521424746537539e-01; 1.7552205782744068e-01; 2.1174591332921999e-01; 4.6094089157458656e-01
114; 7; 11; -3.9028559630701412e-02; 5.6766965089659338e-01; 4.7692601200333223e-01; -4.8753962797910555e-02; 2.0973103438722790e-01; 6.8148655805889724e-01
115; 7; 12; 2.8007129027637889e-01; 3.6819774651573112e-01; 2.7339017868663329e-01; 1.9269553009201368e-01; 3.5921962688393066e-01; 3.6377715850204789e-01
116; 7; 14; 2.4731034560761384e-01; 4.2702512529755460e-01; 2.7339017868663329e-01; 1.2383299571784204e-01; -2.6619447587679507e-01; 7.7195191732516300e-01
117; 7; 15; 4.2096760610347411e-01; 1.1519646636563691e-01; 2.7339017868663329e-01; 2.5809923333256374e-01; -9.2228156227197600e-03; 5.0054964574939620e-01
118; 7; 21; 2.8863751453412156e-01; 3.5281575664226045e-01; 2.7339017868663329e-01; 7.9659691099455462e-02; 6.1222836294896699e-01; 3.3651240773839630e-01
119; 7; 22; 6.9977456465766252e-03; 7.6511802887700242e-01; 3.2429887862538176e-01; 2.6542857923967111e-01; -1.6195133955160967e-01; 5.7660146622860131e-01
120; 7; 23; 2.9928357649489468e-01; 3.3369909423117111e-01; 2.7339017868663329e-01; -3.8576609669108142e-02; -1.7252917869194029e-02; 7.9521424746537539e-01
121; 7; 25; -1.3050653959237102e-02; 5.5411959011864431e-01; 4.5889093718011675e-01; -2.0861859142989408e-01; 6.1873486986461546e-01; 6.1503908311219468e-01
122; 7; 27; 4.6745891747637713e-01; 3.1714075615011508e-02; 2.7339017868663329e-01; 1.1004848219889266e-01; 3.9805577730602582e-01; 4.2348272887543525e-01
123; 7; 29; 4.0023991361558364e-01; 1.5241626663656280e-01; 2.7339017868663329e-01; -1.1809692083039680e-01; 1.2553818638103431e-01; 7.9521424746537539e-01
124; 7; 31; 4.5771050540917346e-02; 7.8892032002354839e-01; 2.7339017868663329e-01; 3.8582464111573178e-02; 7.9231276063183242e-01; 2.7857543048127564e-01
125; 7; 34; -1.2849620316989463e-01; 3.9984866208574121e-01; 6.5591498944445692e-01; -2.0278435451182025e-01; 3.7968015411131145e-01; 7.3959387469603521e-01
126; 7; 35; -6.7541174579401439e-02; 6.0648037917985120e-01; 4.8367642487354928e-01; -9.9770329145342063e-02; 4.3237754392766004e-01; 6.1008220521371248e-01
127; 7; 36; 6.6878153649146788e-02; -2.0661337034678062e-01; 7.9521424746537539e-01; 3.0158511059048315e-01; 7.2602846299134827e-02; 4.1341228254238283e-01
128; 7; 38; 2.9210430131736492e-01; 3.4659060100906175e-01; 2.7339017868663329e-01; 3.7957588485494609e-01; -1.2377135905691844e-01; 4.4410688609264748e-01
129; 7; 41; 3.9885269485609470e-01; 1.5490723398328624e-01; 2.7339017868663329e-01; 6.1034508493010842e-03; 2.1753603864225712e-01; 6.2355710275709153e-01
130; 7; 44; 2.5706689418370748e-01; 2.3800909181337743e-01; 3.6684049542552333e-01; 9.1132498587590066e-02; -3.6981093508204638e-02; 6.7904764687742358e-01
131; 7; 47; 1.0158787380669049e-01; -2.6894007904714623e-01; 7.9521424746537539e-01; 2.7306661608412169e-01; 3.3203526701780600e-01; 2.9994936928164978e-01
132; 7; 48; 3.8301282215408206e-01; 1.8335019253403823e-01; 2.7339017868663329e-01; 3.0187760011587883e-01; 2.2236145186833650e-01; 3.3152105156830114e-01
133; 7; 49; -1.7465307832443491e-01; 7.6867070659162839e-01; 5.0010317660100301e-01; -2.0277802773138420e-01; 6.1788113793238231e-01; 6.0978946436085746e-01
134; 8; 12; 2.7959336459326178e-01; 2.1064038864591755e-01; 1.6511825992570550e-01; 7.2890180533345883e-01; 4.5615422899561897e-01; -1.6201749253961900e-01
135; 8; 15; 5.0164092380973391e-01; 7.8274143206677860e-02; 1.6511825992570547e-01; 6.3660408589657258e-01; 3.0132280849551540e-01; -2.8289189421111527e-02
136; 8; 20; 3.4453144957773785e-01; 6.2900257419908367e-01; -1.2615218978628762e-01; 5.8354744766299915e-01; 6.4108442986912562e-01; -2.2464789408461341e-01
137; 8; 24; 7.2671362012242313e-01; 2.1756925936282978e-01; -9.1475786817765137e-03; 4.2290183064078229e-01; 1.7652599247275927e-01; 1.3241822150842392e-01
138; 8; 31; 2.4398217031222288e-01; 4.6032874071687835e-01; 1.9531786646467347e-02; 5.6271783113381080e-01; 4.9447663407503761e-01; -1.2330915068863516e-01
139; 8; 38; 2.0458016544342650e-01; 2.5535700505407072e-01; 1.6511825992570550e-01; 1.7665206340343051e-01; 3.4738086755427350e-01; 1.1708512347560074e-01
140; 8; 41; 4.5178847020192781e-01; 1.0799202046362211e-01; 1.6511825992570547e-01; 5.9881594758409207e-01; 1.2508011585936635e-01; 9.8376583048174093e-02
141; 9; 11; 5.2277564017910116e-02; -9.3150313675913088e-02; 4.6094089157458656e-01; 9.4611241956614051e-03; -2.3311505120980136e-01; 6.8148655805889724e-01
142; 9; 14; 1.3571541565862594e-01; 1.1326772065821822e-01; 4.6094089157458656e-01; -1.0019234634827661e-02; -2.8336965696719629e-01; 6.9484529693148644e-01
143; 9; 15; 2.7259379136164735e-01; 4.5189299323988880e-01; 4.6094089157458656e-01; 2.4579959338992943e-01; 3.7949296996372917e-01; 5.0054964574939609e-01
144; 9; 21; 3.0823134706550737e-01; 5.4005722628534036e-01; 4.6094089157458656e-01; 3.7292862350252587e-01; 6.7302543535217119e-01; 6.3643674768148162e-01
145; 9; 22; 1.4672883681111615e-01; 1.4051397281940903e-01; 4.6094089157458656e-01; 2.6651849182043424e-01; 4.1901136259941602e-01; 5.7660146622860120e-01
146; 9; 23; 1.7384415957828706e-01; 2.0759493806328977e-01; 4.6094089157458656e-01; 7.9482491919105946e-02; -9.4902762208127475e-02; 9.0834240800497035e-01
147; 9; 26; 3.2953622654716480e-01; 4.8693416308330356e-01; 1.1466003649541578e+00; 3.8196318009527019e-01; 6.6937350641555105e-01; 8.0490544774266470e-01
148; 9; 27; 2.3997883637583398e-01; 3.7120641316041619e-01; 4.6094089157458656e-01; 3.3886620635318354e-01; 5.8072750850083787e-01; 6.8846529129663980e-01
149; 9; 29; 1.3985618205449629e-01; 1.2351161888024886e-01; 4.6094089157458656e-01; 2.5160325481700496e-01; 2.9413472592105744e-01; 1.1466003649541578e+00
150; 9; 35; 3.7207475989030475e-01; 6.7337058225577262e-01; 6.2051462784042999e-01; 2.2302266717945574e-01; 2.6361322178968877e-01; 8.8624936661939779e-01
151; 9; 36; 1.9476933026006948e-02; -1.7429624014849632e-01; 4.6094089157458656e-01; 2.1957695525175250e-03; -2.8820940164694187e-01; 9.2198677512454230e-01
152; 9; 41; 1.6175977398664443e-01; 1.7769921243143105e-01; 4.6094089157458656e-01; 2.2332069765301188e-01; 3.0489629054913969e-01; 6.2355710275709153e-01
153; 9; 42; 3.6752322608163740e-01; 6.7521039341321509e-01; 5.3564151025472351e-01; 2.1265178534184703e-01; 2.4814764595116023e-01; 8.2022224259818732e-01
154; 9; 44; 9.2625861852891178e-02; 6.6678883037828429e-03; 4.6094089157458656e-01; 8.7139931498611156e-02; -3.3903723517350409e-02; 6.3587070147305846e-01
155; 9; 45; 3.8706762202129436e-01; 6.6731019993408913e-01; 9.0008872397624362e-01; 2.0672333223700395e-01; 2.8114444034268143e-01; 5.1141630520968284e-01
156; 9; 47; 9.9627925903301051e-02; 2.3990389652343347e-02; 4.6094089157458656e-01; 3.3488939931841655e-03; -2.4516792030553558e-01; 6.6160758478223292e-01
157; 9; 48; 3.7770819284259083e-01; 6.7109344816515382e-01; 7.2556207722114019e-01; 2.5154076366178013e-01; 3.9329059887619411e-01; 5.0317703825149784e-01
158; 10; 13; 7.7493587545182674e-01; 3.1749310601268449e-01; 2.4121344727442845e-01; 5.3210835284141200e-01; -1.1425884614332846e-02; 8.1697178432241802e-01
159; 10; 14; 7.1557643481735744e-01; 7.1557334636475800e-01; 3.5099484191205532e-01; 4.7986539167370779e-01; -1.8540430061895408e-01; 9.4752197896478507e-01
